Position       	Rod_FR_Worth   	Rod_CR_Worth   
23.4880        	213.0000       	1047.0000      
23.4890        	213.0000       	1047.0000      
23.4900        	213.0000       	1047.0000      
23.4910        	213.0000       	1047.0000      
23.4920        	213.0000       	1047.0000      
23.4930        	213.0000       	1047.0000      
23.4940        	213.0000       	1047.0000      
23.4950        	213.0000       	1047.0000      
23.4960        	213.0000       	1047.0000      
23.4970        	213.0000       	1047.0000      
23.4980        	213.0000       	1047.0000      
23.4990        	213.0000       	1047.0000      
23.5000        	213.0000       	1047.0000      
23.5010        	213.0000       	1047.0000      
23.5020        	213.0000       	1047.0000      
23.5030        	213.0000       	1047.0000      
23.5040        	213.0000       	1047.0000      
23.5050        	213.0000       	1047.0000      
23.5060        	213.0000       	1047.0000      
23.5070        	213.0000       	1047.0000      
23.5080        	213.0000       	1047.0000      
23.5090        	213.0000       	1047.0000      
23.5100        	213.0000       	1047.0000      
23.5110        	213.0000       	1047.0000      
23.5120        	213.0000       	1047.0000      
23.5130        	213.0000       	1047.0000      
23.5140        	213.0000       	1047.0000      
23.5150        	213.0000       	1047.0000      
23.5160        	213.0000       	1047.0000      
23.5170        	213.0000       	1047.0000      
23.5180        	213.0000       	1047.0000      
23.5190        	213.0000       	1047.0000      
23.5200        	213.0000       	1047.0000      
23.5210        	213.0000       	1047.0000      
23.5220        	213.0000       	1047.0000      
23.5230        	213.0000       	1047.0000      
23.5240        	213.0000       	1047.0000      
23.5250        	213.0000       	1047.0000      
23.5260        	213.0000       	1047.0000      
23.5270        	213.0000       	1047.0000      
23.5280        	213.0000       	1047.0000      
23.5290        	213.0000       	1047.0000      
23.5300        	213.0000       	1047.0000      
23.5310        	213.0000       	1047.0000      
23.5320        	213.0000       	1047.0000      
23.5330        	213.0000       	1047.0000      
23.5340        	213.0000       	1047.0000      
23.5350        	213.0000       	1047.0000      
23.5360        	213.0000       	1047.0000      
23.5370        	213.0000       	1047.0000      
23.5380        	213.0000       	1047.0000      
23.5390        	213.0000       	1047.0000      
23.5400        	213.0000       	1047.0000      
23.5410        	213.0000       	1047.0000      
23.5420        	213.0000       	1047.0000      
23.5430        	213.0000       	1047.0000      
23.5440        	213.0000       	1047.0000      
23.5450        	213.0000       	1047.0000      
23.5460        	213.0000       	1047.0000      
23.5470        	213.0000       	1047.0000      
23.5480        	213.0000       	1047.0000      
23.5490        	213.0000       	1047.0000      
23.5500        	213.0000       	1047.0000      
23.5510        	213.0000       	1047.0000      
23.5520        	213.0000       	1047.0000      
23.5530        	213.0000       	1047.0000      
23.5540        	213.0000       	1047.0000      
23.5550        	213.0000       	1047.0000      
23.5560        	213.0000       	1047.0000      
23.5570        	213.0000       	1047.0000      
23.5580        	213.0000       	1047.0000      
23.5590        	213.0000       	1047.0000      
23.5600        	213.0000       	1047.0000      
23.5610        	213.0000       	1047.0000      
23.5620        	213.0000       	1047.0000      
23.5630        	213.0000       	1047.0000      
23.5640        	213.0000       	1047.0000      
23.5650        	213.0000       	1047.0000      
23.5660        	213.0000       	1047.0000      
23.5670        	213.0000       	1047.0000      
23.5680        	213.0000       	1047.0000      
23.5690        	213.0000       	1047.0000      
23.5700        	213.0000       	1047.0000      
23.5710        	213.0000       	1047.0000      
23.5720        	213.0000       	1047.0000      
23.5730        	213.0000       	1047.0000      
23.5740        	213.0000       	1047.0000      
23.5750        	213.0000       	1047.0000      
23.5760        	213.0000       	1047.0000      
23.5770        	213.0000       	1047.0000      
23.5780        	213.0000       	1047.0000      
23.5790        	213.0000       	1047.0000      
23.5800        	213.0000       	1047.0000      
23.5810        	213.0000       	1047.0000      
23.5820        	213.0000       	1047.0000      
23.5830        	213.0000       	1047.0000      
23.5840        	213.0000       	1047.0000      
23.5850        	213.0000       	1047.0000      
23.5860        	213.0000       	1047.0000      
23.5870        	213.0000       	1047.0000      
23.5880        	213.0000       	1047.0000      
23.5890        	213.0000       	1047.0000      
23.5900        	213.0000       	1047.0000      
23.5910        	213.0000       	1047.0000      
23.5920        	213.0000       	1047.0000      
23.5930        	213.0000       	1047.0000      
23.5940        	213.0000       	1047.0000      
23.5950        	213.0000       	1047.0000      
23.5960        	213.0000       	1047.0000      
23.5970        	213.0000       	1047.0000      
23.5980        	213.0000       	1047.0000      
23.5990        	213.0000       	1047.0000      
23.6000        	213.0000       	1047.0000      
23.6010        	213.0000       	1047.0000      
23.6020        	213.0000       	1047.0000      
23.6030        	213.0000       	1047.0000      
23.6040        	213.0000       	1047.0000      
23.6050        	213.0000       	1047.0000      
23.6060        	213.0000       	1047.0000      
23.6070        	213.0000       	1047.0000      
23.6080        	213.0000       	1047.0000      
23.6090        	213.0000       	1047.0000      
23.6100        	213.0000       	1047.0000      
23.6110        	213.0000       	1047.0000      
23.6120        	213.0000       	1047.0000      
23.6130        	213.0000       	1047.0000      
23.6140        	213.0000       	1047.0000      
23.6150        	213.0000       	1047.0000      
23.6160        	213.0000       	1047.0000      
23.6170        	213.0000       	1047.0000      
23.6180        	213.0000       	1047.0000      
23.6190        	213.0000       	1047.0000      
23.6200        	213.0000       	1047.0000      
23.6210        	213.0000       	1047.0000      
23.6220        	213.0000       	1047.0000      
23.6230        	213.0000       	1047.0000      
23.6240        	213.0000       	1047.0000      
23.6250        	213.0000       	1047.0000      
23.6260        	213.0000       	1047.0000      
23.6270        	213.0000       	1047.0000      
23.6280        	213.0000       	1047.0000      
23.6290        	213.0000       	1047.0000      
23.6300        	213.0000       	1047.0000      
23.6310        	213.0000       	1047.0000      
23.6320        	213.0000       	1047.0000      
23.6330        	213.0000       	1047.0000      
23.6340        	213.0000       	1047.0000      
23.6350        	213.0000       	1047.0000      
23.6360        	213.0000       	1047.0000      
23.6370        	213.0000       	1047.0000      
23.6380        	213.0000       	1047.0000      
23.6390        	213.0000       	1047.0000      
23.6400        	213.0000       	1047.0000      
23.6410        	213.0000       	1047.0000      
23.6420        	213.0000       	1047.0000      
23.6430        	213.0000       	1047.0000      
23.6440        	213.0000       	1047.0000      
23.6450        	213.0000       	1047.0000      
23.6460        	213.0000       	1047.0000      
23.6470        	213.0000       	1047.0000      
23.6480        	213.0000       	1047.0000      
23.6490        	213.0000       	1047.0000      
23.6500        	213.0000       	1047.0000      
23.6510        	213.0000       	1047.0000      
23.6520        	213.0000       	1047.0000      
23.6530        	213.0000       	1047.0000      
23.6540        	213.0000       	1047.0000      
23.6550        	213.0000       	1047.0000      
23.6560        	213.0000       	1047.0000      
23.6570        	213.0000       	1047.0000      
23.6580        	213.0000       	1047.0000      
23.6590        	213.0000       	1047.0000      
23.6600        	213.0000       	1047.0000      
23.6610        	213.0000       	1047.0000      
23.6620        	213.0000       	1047.0000      
23.6630        	213.0000       	1047.0000      
23.6640        	213.0000       	1047.0000      
23.6650        	213.0000       	1047.0000      
23.6660        	213.0000       	1047.0000      
23.6670        	213.0000       	1047.0000      
23.6680        	213.0000       	1047.0000      
23.6690        	213.0000       	1047.0000      
23.6700        	213.0000       	1047.0000      
23.6710        	213.0000       	1047.0000      
23.6720        	213.0000       	1047.0000      
23.6730        	213.0000       	1047.0000      
23.6740        	213.0000       	1047.0000      
23.6750        	213.0000       	1047.0000      
23.6760        	213.0000       	1047.0000      
23.6770        	213.0000       	1047.0000      
23.6780        	213.0000       	1047.0000      
23.6790        	213.0000       	1047.0000      
23.6800        	213.0000       	1047.0000      
23.6810        	213.0000       	1047.0000      
23.6820        	213.0000       	1047.0000      
23.6830        	213.0000       	1047.0000      
23.6840        	213.0000       	1047.0000      
23.6850        	213.0000       	1047.0000      
23.6860        	213.0000       	1047.0000      
23.6870        	213.0000       	1047.0000      
23.6880        	213.0000       	1047.0000      
23.6890        	213.0000       	1047.0000      
23.6900        	213.0000       	1047.0000      
